cpv_supp_id;cpv_order;cpv_name_bg;cpv_name_cs;cpv_name_da;cpv_name_de;cpv_name_el;cpv_name_en;cpv_name_es;cpv_name_et;cpv_name_fi;cpv_name_fr;cpv_name_ga;cpv_name_hr;cpv_name_hu;cpv_name_it;cpv_name_lt;cpv_name_lv;cpv_name_mt;cpv_name_nl;cpv_name_pl;cpv_name_pt;cpv_name_ro;cpv_name_sk;cpv_name_sl;cpv_name_sv
"AB32-5";"78";"Лен";"Len";"Hør";"Leinen";"Λινό ύφασμα";"Linen";"Lino";"Lina";"Pellava";"Toile";"Linen";"Lan";"Len";"Lino";"Drobė";"Lins";"Għażel";"Linnen";"Płótno";"Linho";"In";"Ľan";"Lan";"Linne"
"AB33-8";"79";"Памук";"Bavlna";"Bomuld";"Baumwolle";"Βαμβάκι";"Cotton";"Algodón";"Puuvill";"Puuvilla";"Coton";"Cotton";"Pamuk";"Pamut";"Cotone";"Medvilnė";"Kokvilna";"Qoton";"Katoen";"Bawełna";"Algodão";"Bumbac";"Bavlna";"Bombaž";"Bomull"
"AB34-1";"80";"Подова мозайка";"Teraco";"Terrazzo";"Terrazzo";"Κεραμικά terrazzo";"Terrazzo";"Terrazo";"Terratso";"Sementtimosaiikki";"Terrazzo";"Terrazzo";"Terrazzo";"Terrazzo";"Palladiana";"Terrazzo";"Terrazzo";"Terrazzo";"Terrazzo";"Lastryko";"Mosaicos";"Terrazzo";"Terazzo";"Terrazzo";"Betongmosaik (terrazzo)"
"AB35-4";"81";"Гранит";"Žula";"Granit";"Granit";"Γρανίτης";"Granite";"Granito";"Graniit";"Graniitti";"Granit";"Granite";"Granit";"Gránit";"Granito";"Granitas";"Granīts";"Granit";"Graniet";"Granit";"Granito";"Granit";"Žula";"Granit";"Granit"
"AB36-7";"82";"Шифер";"Břidlice";"Skifer";"Schiefer";"Σχιστόλιθος";"Slate";"Pizarra";"Kiltkivi";"Liuskekivi";"Ardoise";"Slate";"Škriljevac";"Pala";"Ardesia";"Skalūnas";"Slāneklis";"Lavanja";"Leisteen";"Łupek";"Ardósia";"Ardezie";"Bridlica";"Skrilavec";"Skiffer"
"AB37-0";"83";"Въглерод";"Uhlík";"Kulstof";"Kohlenstoff";"Άνθρακας";"Carbon";"Carbono";"Süsinik";"Hiili";"Carbone";"Carbon";"Ugljik";"Elemi szén";"Carbonio";"Anglis";"Ogleklis";"Karbonju";"Koolstof";"Węgiel";"Carbono";"Carbon";"Uhlík";"Ogljik";"Karbon"
"BA01-2";"84";"Жив";"Živá";"Levende";"Lebend";"Ζωντανό";"Live";"Vivo";"Elus";"Elävä";"Vivant";"Live";"Živ";"Élő";"Vivo";"Gyvas";"Dzīvs";"Ħaj";"Levend";"Żywe";"Em vivo";"Viu";"Živý";"Živ";"Levande"
"BA02-5";"85";"Естествен";"Přírodní";"Naturlig";"Naturbelassen";"Φυσικό";"Natural";"Natural";"Loodusliku päritoluga";"Luonnon";"Naturel";"Natural";"Prirodan";"Természetes";"Naturale";"Natūralus";"Dabisks";"Naturali";"Natuurlijk";"Naturalne";"Natural";"Natural";"Prírodný";"Naraven";"Naturlig"
"BA03-8";"86";"Изкуствен";"Umělá";"Kunstig";"Künstlich";"Τεχνητό";"Artificial";"Artificial";"Tehis-";"Keinotekoinen";"Artificiel";"Artificial";"Umjetan";"Mesterséges/mű";"Artificiale";"Dirbtinis";"Mākslīgs";"Artifiċjali";"Kunstmatig";"Sztuczne";"Artificial";"Artificial";"Umelý";"Umeten";"Konstgjord"
"BA04-1";"87";"Свеж";"Čerstvá";"Frisk";"Frisch";"Νωπό";"Fresh";"Fresco";"Värsked";"Tuore";"Frais";"Fresh";"Svjež";"Friss";"Fresco";"Šviežias";"Svaigs";"Frisk";"Vers";"Świeże";"Fresco";"Proaspăt";"Čerstvý";"Svež";"Färsk"
"BA05-4";"88";"Студен";"Chladná/studená";"Kold";"Kalt";"Ψυχρό";"Cold";"Frío";"Külmad";"Kylmä";"Froid";"Cold";"Hladan";"Hideg";"Freddo";"Šaltas";"Auksts";"Kiesaħ";"Koud";"Zimne";"Frio";"Rece";"Studený";"Hladen";"Kall"
"BA06-7";"89";"Горещ";"Horká";"Varm";"Heiß";"Θερμό";"Hot";"Caliente";"Kuumad";"Kuuma";"Chaud";"Hot";"Vruć";"Forró";"Caldo";"Karštas";"Karsts";"Sħun";"Heet";"Gorące";"Quente";"Fierbinte";"Horúci";"Vroč";"Varm"
"BA07-0";"90";"Течен";"Kapalná";"Flydende";"Flüssig";"Υγρό";"Liquid";"Líquido";"Vedelad";"Nestemäinen";"Liquide";"Liquid";"Tekući";"Folyékony";"Liquido";"Skystas";"Šķidrs";"Likwidu";"Vloeibaar";"Ciekłe";"Líquido";"Lichid";"Tekutý";"Tekoč";"Flytande"
"BA08-3";"91";"Твърд";"Pevná";"Fast";"Fest";"Συμπαγές";"Solid";"Sólido";"Tahked";"Kiinteä";"Solide";"Solid";"Krut";"Szilárd";"Solido";"Kietas (neskystas, nedujinis)";"Ciets (viela)";"Solidu";"Vaste stof";"Stałe";"Sólido";"Solid";"Tuhý";"Trden";"Fast"
"BA09-6";"92";"Газообразен";"Plynná";"Luftformig";"Gasförmig";"Αέριο";"Gas";"Gas";"Gaas";"Kaasu";"Gazeux";"Gas";"Plinovit";"Gáz";"Gassoso";"Dujinis";"Gāzes";"Gass";"Gas";"Gazowe";"Gasoso";"Gazos";"Plynný";"Plinast";"Gasformig"
"BA10-9";"93";"Суров";"Surová";"Rå";"Roh";"Ακατέργαστο";"Crude";"Bruto";"Toored";"Raaka";"Brut";"Crude";"Sirov";"Nyers";"Greggio";"Neapdorotas (žaliavinis skystis)";"Neattīrīts";"Mhux ipproċessat";"Ruw";"Surowe";"Cru";"Crud";"Surový";"Surov";"Rå"
"BA11-2";"94";"Сух";"Suchá";"Tør";"Trocken";"Ξηρό";"Dry";"Seco";"Kuivad";"Kuiva";"Sec";"Dry";"Suh";"Száraz";"Asciutto";"Sausas";"Sauss";"Niexef";"Droog";"Suche";"Seco";"Uscat";"Suchý";"Suh";"Torr"
"BA12-5";"95";"Корав";"Tvrdá";"Hård";"Hart";"Σκληρό";"Hard";"Duro";"Kõvad";"Kova";"Rigide";"Hard";"Tvrd";"Kemény";"Duro";"Kietas (standus)";"Ciets";"Iebes";"Hard";"Twarde";"Duro";"Tare";"Tvrdý";"Trd";"Hård"
"BA13-8";"96";"Мек";"Měkká";"Blød";"Weich";"Μαλακό";"Soft";"Blando";"Pehmed";"Pehmeä";"Souple";"Soft";"Mek";"Puha/lágy";"Soffice";"Minkštas";"Mīksts";"Artab";"Zacht";"Miękkie";"Macio";"Moale";"Mäkký";"Mehek";"Mjuk"
"BA14-1";"97";"Прах/пудра";"Prach/prášek";"Støv/pulver";"Staub/Pulver";"Σκόνη";"Dust/powder";"Polvo";"Tolm/pulber";"Pöly/jauhe";"Poussière/poudre";"Dust/powder";"Prašina/prah";"Por/őrlemény";"Polvere/in polvere";"Dulkės/milteliai";"Putekļi/pulveris";"Trab";"Stof/Poeder";"Pył/proszek";"Pulverulento";"Praf/Pulbere";"Prach/prášok";"Prah";"Fina partiklar/pulver"
"BA15-4";"98";"Утайки";"Zbytky";"Restprodukter";"Rückstände";"Υπολείμματα";"Residues";"Residuos";"Jäägid";"Jäämät";"Résidus";"Residues";"Ostaci";"Maradékok";"Residui";"Liekanos";"Atliekas";"Residwi";"Residuen";"Pozostałości";"Resíduos";"Reziduuri";"Zvyšky";"Ostanki";"Restprodukter"
"BA16-7";"99";"На люспи";"Vločky";"Flager";"Flocken";"Νιφάδες";"Flakes";"Copos";"Helbed";"Hiutaleet";"Flocons";"Flakes";"Pahuljice";"Pehely";"Fiocchi";"Dribsniai";"Pārslas";"Laqx";"Vlokken/Schilfers";"Płatki";"Flocos";"Fulgi";"Vločky";"Kosmiči";"Flingor"
"BA17-0";"100";"На пръти";"Tyče/tyčinky";"Stave, stykker";"Stangen";"Ράβδοι";"Bars";"Barras";"Kangid";"Tangot";"Barres";"Bars";"Šipke";"Rúd";"Barre";"Pailgi gabalai (juostos, strypai)";"Stieņi";"Staneg";"Staven";"Sztaby";"Barras";"Bare";"Lišty/tyčinky";"Drogovi";"Stavar"
"BA18-3";"101";"Пепел";"Popel";"Aske";"Asche";"Τέφρα";"Ash";"Cenizas";"Tuhk";"Tuhka";"Cendres";"Ash";"Pepeo";"Hamu";"Cenere";"Pelenai";"Pelni";"Irmied";"As";"Popiół";"Cinza";"Cenuşă";"Popol";"Pepel";"Aska"
"BA19-6";"102";"Гранули";"Granule";"Korn";"Granulat";"Κόκκοι";"Granules";"Gránulos";"Graanulid";"Rakeet";"Granulés";"Granules";"Zrna";"Szemcsés";"Granuli";"Granulės";"Granulas";"Granuli";"Korrels";"Granulki";"Grânulos";"Granule";"Granule";"Granule";"Granulat"
"BA20-9";"103";"Слитъци";"Ingoty";"Barrer";"Blöcke/Barren";"Πλινθώματα";"Ingots";"Lingotes";"Valuplokid";"Harkot";"Lingots";"Ingots";"Ingoti";"Fémrúd (ingot)";"Lingotti";"Luitai";"Lietnes";"Ingotti";"Ingots";"Wlewki";"Lingotes";"Lingouri";"Ingoty";"Ingoti";"Tackor"
"BA22-5";"104";"Tънки пръти";"Tyče (pruty)";"Stænger";"Stäbe";"Ράβδοι κυκλικής διατομής";"Rods";"Varillas";"Vardad";"Sauvat";"Tiges";"Rods";"Palice";"Bot/pálca";"Aste";"Strypai";"Apaļstieņi";"Vireg";"Stangen";"Pręty";"Varetas";"Tije";"Prúty";"Palice";"Stänger"
"BA23-8";"105";"Непреработен";"Neopracovaná";"Ubearbejdet";"Unverarbeitet";"Ανεπεξέργαστο";"Unwrought";"En bruto";"Survetöötlemata";"Muokkaamaton";"À l'état brut";"Unwrought";"Neizrađen";"Megmunkálatlan";"Grezzo";"Neapdorotas (metalas, akmuo)";"Neapstrādāts (metāls, akmens)";"Mhux maħdum";"Onbewerkt";"Nieobrobione plastycznie";"Em bruto";"Brut";"Neopracovaný";"Neobdelan";"Obearbetad"
"BA24-1";"106";"Замразен";"Zmrazená";"Frossen";"Gefroren";"Κατεψυγμένο";"Frozen";"Congelado";"Külmutatud";"Jäädytetty";"Gelé";"Frozen";"Smrznut";"Fagyasztott";"Congelato";"Sušaldytas";"Saldēts";"Iffriżat";"Ingevroren";"Mrożone";"Congelado";"Îngheţat";"Zmrazený";"Zamrznjen";"Fryst"
"BA25-4";"107";"Дълбоко замразен";"Hluboko zmrazená";"Dybfrossen";"Tiefgefroren";"Βαθιάς κατάψυξης";"Deep-frozen";"Ultracongelado";"Sügavkülmutatud";"Pakastettu";"Surgelé";"Deep-frozen";"Duboko smrznut";"Mélyhűtött";"Surgelato";"Užšaldytas";"Sasaldēts";"Iffriżat fil-fond";"Diepvries";"Głęboko mrożone";"Ultracongelado";"Congelat";"Hlboko zmrazený";"Globoko zamrznjen";"Djupfryst"
"BA26-7";"108";"Сгънат";"Skládaná";"Falset, foldet";"Gefaltet";"Διπλωμένο";"Folded";"Plegado";"Painutatud";"Taitettu";"Plié";"Folded";"Preklopljen";"Hajtogatott";"Piegato";"Sulankstytas";"Salocīts";"Mitwi";"Gefelst/Gevouwen";"Składane";"Dobrado";"Pliat";"Skladaný";"Zložen";"Vikt/falsad"
"BA27-0";"109";"Изкован";"Kovaná";"Smedet";"Geschmiedet";"Σφυρήλατο";"Forged";"Forjado";"Sepistatud";"Taottu";"Forgé";"Forged";"Kovan";"Kovácsolt";"Forgiato";"Kaltinis";"Kalts";"Mikwi (fil-forġa)";"Gesmeed";"Kute";"Forjado";"Forjat";"Kovaný";"Kovan";"Smidd"
"BA28-3";"110";"Изсушен чрез лиофилизация";"Sublimačně sušená";"Frysetørret";"Gefriergetrocknet";"Αποξηραμένο με τη μέθοδο της ταχείας κατάψυξης";"Freeze-dried";"Liofilizado";"Külmkuivatatud";"Kylmäkuivattu";"Lyophilisé";"Freeze-dried";"Sušen u smrznutom stanju pod vakuumom";"Fagyasztva szárított";"Liofilizzato";"Šalčiu išdžiovintas";"Žāvēts ar sublimācijas metodi";"Mnixxef bil-friża";"Gevriesdroogd";"Suszone przez zamrażanie";"Liofilizado";"Liofilizat";"Sušený mrazením";"Zamrzovalno sušen";"Frystorkad"
"BA29-6";"111";"Валцован";"Plochá válcovaná";"Fladvalset";"Flachgewalzt";"Προϊόν έλασης";"Flat-rolled";"Laminado plano";"Lehtvaltsitud";"Levyvalmiste";"Laminé plat";"Flat-rolled";"Plosnato valjan";"Síkhengerelt";"Laminato piatto";"Plokščias valcuotas";"Plakans";"Irrumblat ċatt";"Platgewalst";"Walcowane płaskie";"Laminado plano";"Laminat plat";"Plochý valcovaný";"Ploščato valjan";"Slätvalsad"
"BA30-9";"112";"Сушен";"Sušená";"Tørret";"Getrocknet";"Αποξηραμένο";"Dried";"Secado";"Kuivatatud";"Kuivattu";"Séché";"Dried";"Sušen";"Szárított";"Essiccato";"Džiovintas";"Žāvēts";"Mnixxef";"Gedroogd";"Suszone";"Sujeito a secagem";"Deshidratat";"Sušený";"Sušen";"Torkad"
"BA31-2";"113";"Настърган";"Strouhaná";"Revet";"Gerieben";"Θρυμματισμένο";"Grated";"Rallado";"Riivitud";"Raastettu";"Râpé";"Grated";"Nariban";"Reszelt";"Grattugiato";"Trintas";"Rīvēts";"Maħkuk";"Geraspt";"Tarte";"Ralado";"Ras";"Strúhaný";"Nastrgan";"Riven"
"BA32-5";"114";"Концентриран";"Koncentrovaná";"Koncentreret";"Konzentriert";"Συμπυκνωμένο";"Concentrated";"Concentrado";"Kontsentreeritud";"Tiivistetty";"Concentré";"Concentrated";"Koncentriran";"Koncentrált";"Concentrato";"Koncentruotas";"Koncentrēts";"Konċentrat";"Geconcentreerd";"Skoncentrowane";"Concentrado";"Concentrat";"Koncentrovaný";"Koncentriran";"Koncentrerad"
"BA33-8";"115";"Охладен";"Chlazená";"Kølet";"Gekühlt";"Διατηρημένο με απλή ψύξη";"Chilled";"Refrigerado";"Jahutatud";"Jäähdytetty";"Réfrigéré";"Chilled";"Ohlađen";"Hűtött";"Refrigerato";"Atšaldytas";"Atdzesināts";"Mkessaħ";"Gekoeld";"Chłodzone";"Refrigerado";"Refrigerat";"Chladený";"Ohlajen";"Kyld"
"BA34-1";"116";"Покрит със слой";"Pokrytá";"Belagt";"Beschichtet";"Επιχρισμένο";"Coated";"Revestido";"Kaetud";"Päällystetty";"Enrobé";"Coated";"Premazan";"Bevont";"Ricoperto";"Padengtas";"Apklāts";"Miksi";"Met coating";"Powlekane";"Revestido";"Învelit";"Pokrytý";"Premazan";"Belagd"
"BA35-4";"117";"Поцинкован";"Galvanizovaná";"Galvaniseret";"Galvanisiert";"Γαλβανισμένο";"Galvanised";"Galvanizado";"Galvaniseeritud";"Galvanoitu";"Galvanisé";"Galvanised";"Galvaniziran";"Galvanizált";"Galvanizzato";"Galvanizuotas";"Galvanizēts";"Galvanizzat";"Gegalvaniseerd";"Cynkowane";"Galvanizado";"Galvanizat";"Galvanizovaný";"Galvaniziran";"Galvaniserad"
"BA36-7";"118";"Гранулиран";"Granulovaná";"Granuleret";"Granuliert";"Κοκκιωμένο";"Granulated";"Granulado";"Granuleeritud";"Rakeistettu";"Granulé";"Granulated";"Granuliran";"Granulált";"Granulato";"Granuliuotas";"Granulēts";"Granulat";"Gegranuleerd";"Granulowane";"Granulado";"Granulat";"Granulovaný";"Granuliran";"Granulerad"
"BA37-0";"119";"Горещовалцован";"Válcovaná za tepla";"Varmvalset";"Warmgewalzt";"Προϊόν θερμής έλασης";"Hot-rolled";"Laminado en caliente";"Kuumvaltsitud";"Kuumavalssattu";"Laminé à chaud";"Hot-rolled";"Toplo valjan";"Melegen hengerelt";"Laminato a caldo";"Karštai valcuotas";"Karsti velmēts";"Irrumblat bis-sħana";"Warmgewalst";"Walcowane na gorąco";"Laminado a quente";"Laminat la cald";"Valcovaný za horúca";"Toplo valjan";"Varmvalsad"
"BA38-3";"120";"В стъкловидно състояние";"Glazovaná";"Sintret, forglasset";"Gesintert";"Υαλοποιημένο";"Vitrified";"Vitrificado";"Klaasistatud";"Lasitettu";"Vitrifié";"Vitrified";"Vitrificiran";"Üvegesített";"Vetrificato";"Glazūruotas";"Stiklots";"Vitrifikat";"Verglaasd";"Z kamionki";"Vitrificado";"Vitrificat";"Zosklený/glazovaný";"Vitrificiran";"Förglasad"
"BA39-6";"121";"Ламиниран";"Laminovaná";"Lamineret";"Mehrlagig";"Λαμιναρισμένο";"Laminated";"Laminado";"Lamineeritud";"Laminoitu";"Laminé";"Laminated";"Laminiran";"Laminált";"Laminato";"Laminuotas";"Kārtains";"Laminat";"Gelamineerd";"Laminowane";"Laminado";"Laminat";"Laminovaný";"Lameliran";"Laminerad"
"BA40-9";"122";"Втечнен";"Zkapalněná";"Gjort flydende";"Verflüssigt";"Υγροποιημένο";"Liquefied";"Licuado";"Veeldatud";"Nesteytetty";"Liquéfié";"Liquefied";"Ukapljen";"Cseppfolyósított";"Liquefatto";"Suskystintas";"Šķidrināts";"Likwefatt";"Vloeibaar gemaakt";"Skroplone";"Liquefeito";"Lichefiat";"Skvapalnený";"Utekočinjen";"Som omvandlats till vätskeform"
"BA41-2";"123";"Вулканизиран";"Vulkanizovaná";"Vulkaniseret";"Vulkanisiert";"Βουλκανισμένο";"Vulcanised";"Vulcanizado";"Vulkaniseeritud";"Vulkanoitu";"Vulcanisé";"Vulcanised";"Vulkaniziran";"Vulkanizált";"Vulcanizzato";"Vulkanizuotas";"Vulkanizēts";"Vulkanizzat";"Gevulkaniseerd";"Wulkanizowane";"Vulcanizado";"Vulcanizat";"Vulkanizovaný";"Vulkaniziran";"Vulkaniserad"
"BA42-5";"124";"След заваряване";"Svařovaná";"Svejset";"Geschweißt";"Συγκολλημένο";"Welded";"Soldado";"Keevitatud";"Hitsattu";"Soudé";"Welded";"Zavaren";"Hegesztett";"Saldato";"Suvirintas";"Metināts";"Iwweldjat";"Gelast";"Spawane";"Soldado";"Sudat";"Zváraný";"Varjen";"Svetsad"
"BA43-8";"125";"Подготвен";"Připravená";"Forberedt";"Vor-/zubereitet";"Προεπεξεργασμένο";"Prepared";"Preparado";"Valmis-";"Valmisteltu";"Préparé";"Prepared";"Pripremljen";"Előkészített";"Preparato";"Paruoštas";"Sagatavots";"Ippreparat";"Bereid";"Przygotowane";"Preparado";"Preparat";"Pripravený";"Pripravljen";"Beredd"
"BA44-1";"126";"Пулверизиран";"V prášku";"Pulveriseret";"Pulverisiert";"Κονιοποιημένο";"Pulverised";"Pulverizado";"Pulbristatud";"Jauhennettu";"Pulvérisé";"Pulverised";"Zdrobljen u prah";"Porított";"Polverizzato";"Pulverizuotas";"Pulverizēts";"Imfarrak fi trab";"Vermalen";"Rozpylane";"Pulverizado";"Pulverizat";"Práškovitý/rozdrvený na prach";"Uprašen";"Pulvriserad"
"BA45-4";"127";"Рафиниран";"Rafinovaná";"Raffineret";"Raffiniert";"Εξευγενισμένο";"Refined";"Refinado";"Rafineeritud";"Jalostettu";"Raffiné";"Refined";"Pročišćen";"Finomított";"Raffinato";"Rafinuotas";"Attīrīts";"Raffinat";"Geraffineerd";"Rafinowane";"Refinado";"Rafinat";"Rafinovaný";"Oplemeniten";"Raffinerad"
"BA46-7";"128";"Претопен";"Přetavená";"Omsmeltet";"Wiedereingeschmolzen";"Επανατηγμένο";"Remelted";"Refundido";"Ümbersulatatud";"Uudestaan sulatettu";"Refondu";"Remelted";"Pretopljen";"Újraolvasztott";"Rifuso";"Perlydytas";"Pārkausēts";"Mdewweb mill-ġdid";"Omgesmolten";"Przetopione";"Refundido";"Retopit";"Pretavený";"Pretaljen";"Omsmält"
"BA47-0";"129";"Необработен";"Neupravená";"Ubehandlet";"Unbehandelt";"Μη κατεργασμένο";"Untreated";"No tratado";"Käitlemata";"Käsittelemätön";"Non traité";"Untreated";"Neobrađen";"Kezeletlen";"Non trattato";"Neapdorotas";"Neapstrādāts";"Mhux ittrattat";"Onbehandeld";"Nieobrobione";"Não tratado";"Netratat";"Neupravený";"Neobravnavan";"Obehandlad"
"BA48-3";"130";"Обработен";"Upravená";"Behandlet";"Behandelt";"Κατεργασμένο";"Treated";"Tratado";"Käideldud";"Käsitelty";"Traité";"Treated";"Obrađen";"Kezelt";"Trattato";"Apdorotas";"Apstrādāts";"Ittrattat";"Behandeld";"Obrobione";"Tratado";"Tratat";"Upravený";"Obravnavan";"Behandlad"
"BA49-6";"131";"Втвърден";"Nezkapalněná";"Ført tilbage fra flydende til fast form";"Nicht verflüssigt";"Μη υγροποιημένο";"Unliquefied";"No licuado";"Veeldamata";"Nesteyttämätön";"Non liquéfié";"Unliquefied";"Neukapljen";"Nem folyékony";"Non liquefatto";"Nesuskystintas";"Nešķidrināts";"Mhux likwefatt";"Niet vloeibaar gemaakt";"Nieskroplone";"Não liquefeito";"Nelichefiat";"Neskvapalnený";"Neutekočinjen";"Som ej omvandlats till vätskeform"
"BA50-9";"132";"Нерафиниран";"Nerafinovaná";"Uraffineret";"Unraffiniert";"Μη εξευγενισμένο";"Unrefined";"Sin refinar";"Rafineerimata";"Jalostamaton";"Non raffiné";"Unrefined";"Nepročišćen";"Finomítatlan";"Non raffinato";"Nerafinuotas";"Nerafinēts";"Mhux raffinat";"Ongeraffineerd";"Nierafinowane";"Não refinado";"Nerafinat";"Nerafinovaný";"Nerafiniran";"Oraffinerad"
"BA51-2";"133";"Полуобработен";"Polotovar";"Halvfabrikat, som kun mangler den sidste færdiggørelse";"Halbfertig";"Ημικατεργασμένο";"Semi-finished";"Semielaborado";"Pooltooted";"Puoliviimeistelty";"Semi-fini";"Semi-finished";"Polugotov";"Félkész";"Semifinito";"Pusgaminis";"Pusfabrikāts";"Semi-irfinut";"Halffabrikaat";"Półgotowe";"Semiacabado";"Semifinisat";"Polodokončený";"Polizdelki, nedokončani";"Halvfärdig"
"BA52-5";"134";"Преработен";"Zpracovaná";"Forarbejdet";"Verarbeitet";"Μεταποιημένο";"Processed";"Transformado";"Töödeldud";"Prosessoitu";"Transformé";"Processed";"Prerađen";"Feldolgozott";"Trasformato";"Perdirbtas";"Pārstrādāts";"Ipproċessat";"Bewerkt";"Przetworzone";"Transformado";"Prelucrat";"Spracovaný";"Predelan";"Bearbetad"
"BA53-8";"135";"Полуфабрикат";"Předzhotovená";"Halvfabrikat";"Vorgearbeitet";"Ημικατεργασμένο";"Semi-manufactured";"Semimanufacturado";"Pooltöödeldud";"Puolivalmiste";"Semi-ouvré";"Semi-manufactured";"Poluobrađen";"Félig megmunkált";"Semilavorato";"Pusiau apdorotas";"Daļēji apstrādāts";"Semi-manifatturat";"Halfbewerkt";"Półobrobione";"Semimanufacturado";"Semiprelucrat";"Polovyrobený";"Polizdelki, polobdelani";"Halvfabrikat"
"BA54-1";"136";"Разтвор";"Roztok";"Opløsning";"Lösung";"Διάλυμα";"Solution";"Solución";"Lahus";"Liuos";"Solution";"Solution";"Otopina";"Oldat";"Soluzione";"Tirpalas";"Šķīdums";"Soluzzjoni";"Oplossing";"Roztwór";"Solução";"Soluţie";"Roztok";"Raztopina";"Lösning"
"BB01-3";"137";"Нецилиндрична";"Netrubkový";"Ikke rørformet";"Nicht rohrförmig";"Μη σωληνοειδές";"Non-tubular";"No tubular";"Mittetorujad";"Muu kuin putkimainen";"Non tubulaire";"Non-tubular";"Necjevast";"Nem henger alakú";"Non tubolare";"Ne vamzdiškas";"Necauruļveida";"Mhux forma ta' tubu";"Niet-buisvormig";"Niecylindryczne";"Não-tubular";"Netubular";"Nerúrkový";"Necevast";"Ej rörformig"
"BB02-6";"138";"Цилиндрична";"Trubkový";"Rørformet";"Rohrförmig";"Σωληνοειδές";"Tubular";"Tubular";"Torukujulised";"Putkimainen";"Tubulaire";"Tubular";"Cjevast";"Henger alakú";"Tubolare";"Vamzdiškas";"Cauruļveida";"Forma ta' tubu";"Buisvormig";"Cylindryczne";"Tubular";"Tubular";"Rúrkový";"Cevast";"Rörformig"
"BB03-9";"139";"Кръгла";"Kruhový";"Rund";"Rund";"Στρογγυλό";"Round";"Redondo";"Ümarad";"Pyöreä";"Rond";"Round";"Okrugao";"Kerek";"Rotondo";"Apskritas";"Apaļš";"Tond";"Rond";"Okrągłe";"Redonda";"Rotund";"Okrúhly";"Okrogel";"Rund"
"BB04-2";"140";"Правоъгълна";"Obdélníkový";"Rektangulær";"Rechteckig";"Ορθογώνιο";"Rectangular";"Rectangular";"Ristkülikukujulised";"Suorakaiteenmuotoinen";"Rectangulaire";"Rectangular";"Pravokutan";"Négyszög alakú";"Rettangolare";"Stačiakampis";"Taisnstūrveida";"Rettangolari";"Rechthoekig";"Prostokątne";"Rectangular";"Rectangular";"Obdĺžnikový";"Pravokoten";"Rektangulär"
"BB05-5";"141";"Квадратна";"Čtvercový";"Kvadratisk";"Quadratisch";"Τετράγωνο";"Square";"Cuadrado";"Ruudukujulised";"Neliönmuotoinen";"Carré";"Square";"Kvadratan";"Négyzet alakú";"Quadrato";"Kvadratinis";"Kvadrāts";"Kwadru";"Vierkant";"Kwadratowe";"Quadrada";"Pătrat";"Štvorcový";"Kvadraten";"Kvadratisk"
"BB06-8";"142";"Триъгълна";"Trojúhelníkový";"Trekantet";"Dreieckig";"Τρίγωνο";"Triangle";"Triangular";"Kolmnurksed";"Kolmio";"Triangulaire";"Triangle";"Trokutni";"Háromszög alakú";"Triangolare";"Trikampis";"Trīsstūris";"Trijangolu";"Driehoekig";"Trójkątne";"Triangular";"Triunghiular";"Trojuholníkový";"Trikoten";"Triangulär"
"BB07-1";"143";"Трапецовидна";"Lichoběžníkový";"Trapezformet";"Trapezförmig";"Τραπεζοειδές";"Trapezoid";"Trapezoidal";"Trapetsikujulised";"Puolisuunnikkaanmuotoinen";"Trapézoïdal";"Trapezoid";"Trapezoidan";"Trapéz alakú";"Trapezoidale";"Trapecinis";"Trapecveida";"Trapeżojdi";"Trapezoïde";"Trapezowe";"Trapezoidal";"Trapezoidal";"Lichobežníkový";"Trapezoiden";"Trapetsoid"
"BC01-4";"144";"С метални рамки";"S kovovými rámy";"Med metalkonstruktion";"Mit Metallrahmen";"Με μεταλλικά πλαίσια";"With metal frames";"Con armazón de metal";"Metallkarkassiga";"Metallikehyksin varustettu";"Avec cadres en métal";"With metal frames";"S metalnim okvirima";"Fémkerettel";"Con intelaiatura di metallo";"Metaliniais rėmais";"Ar metāla rāmi";"Bi frejms tal-metall";"Met metalen kader";"Z ramkami metalowymi";"Com armação de metal";"Cu cadru metalic";"S kovovými rámami";"S kovinskim ogrodjem";"Med metallramar"
